"","birth_yr","registered_voter","gender","race_eth","educ","pid7","ideology","income","facets_1","facets_2","facets_3","facets_4","facets_5","facets_6","facets_7","facets_8","facets_9","facets_10","facets_11","facets_12","facets_13","facets_14","facets_15","facets_16","facets_17","facets_18","facets_19","facets_20","big_five_1","big_five_2","big_five_3","big_five_4","big_five_5","big_five_6","big_five_7","big_five_8","big_five_9","big_five_10","vote","prefered_candidate","talk_politics","display_sign","persuade_vote","donate","written_politician","vote_2012","abortion","birth_citizenship","gay_marriage","affirmative_action","guns","global_warming","anger","breakfast_control","anger_politics","salience","cand_strong_position","compromise","blame_other_party","govt_corrupt","govt_unresponsive","govt_satisfied","vote_likelihood_2016","talk_about_2016","donate_likelihood16","display_yard_sign16","work_campaign16","attend_rally16"
"82","1986","1","1","1","5","2","4","16","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","7","7","7","7","7","7","7","7","7","7","1","1","8","1","1","1","1","1","4","1","1","1","1","1","","","","Happy","1","1","1","10","10","10","1","1","1","1","1","1"
"83","1969","1","2","1","2","5","5","11","5","4","4","5","4","2","2","2","3","2","2","4","4","2","3","2","4","2","2","2","2","3","5","5","3","7","6","3","3","5","1","14","2","2","1","2","2","1","2","2","3","4","3","3","","","I used to post on a political debate board. I was one of the more conservative posters. It made me so angry when a liberal poster would act like I was uneducated because I did not support abortion as a method of birth control. I tried to tell her in my mind abortion was murder because it stopped a beating heart. She called me all kinds of names and I guess that was okay to call the conservative names. It was mean and hypocritical.","","3","1","5","7","7","3","1","2","7","7","7","3"
"84","1984","1","1","1","6","2","2","10","5","4","5","4","5","4","5","4","5","4","5","4","5","4","5","4","5","4","5","4","7","6","7","6","7","6","7","6","7","6","1","1","3","1","1","2","2","1","1","2","2","2","1","1","","ehuhihewifhhhewhheowh","","","2","2","1","-99","6","7","3","2","1","2","1","2"
"85","1977","1","1","1","6","1","2","11","5","1","4","5","4","5","5","4","5","5","5","5","5","4","-99","4","-99","4","5","5","5","5","5","5","6","6","7","7","7","5","1","1","3","2","1","1","1","1","1","2","3","2","1","1","","","","good","1","2","1","10","10","10","1","1","1","1","1","1"
"86","1992","1","2","1","4","6","6","3","4","2","2","3","2","2","4","2","3","4","1","4","1","1","1","2","5","3","5","2","2","4","7","2","5","6","7","1","6","7","1","9","3","2","2","2","2","2","1","3","2","4","3","2","","I ate a string cheese. I was feeling hungry and frustrated because I didn't know what else to eat.","","","4","3","5","7","7","1","6","1","7","7","7","7"
"87","1986","1","2","1","6","7","7","11","5","5","4","4","2","5","5","4","4","5","4","4","2","3","4","3","2","4","4","4","7","5","7","5","5","4","5","6","7","7","1","18","8","1","2","1","1","1","1","2","2","4","1","4","","","","kojigy","1","1","1","0","0","8","1","1","1","1","1","1"
"88","1954","1","2","1","3","2","3","11","4","2","1","2","3","4","4","3","2","4","2","3","2","1","2","4","3","2","4","3","7","3","6","3","6","1","7","1","6","2","1","2","2","2","2","2","2","1","4","1","1","3","1","2","","","I have felt very angry about politics during the whole Snowden issue.  I'm glad that a movie has been made showing why Americans should be angry with how are lives are being intruded upon.","","4","3","6","4","5","6","1","3","7","7","7","7"
"89","1981","1","2","1","5","1","1","14","4","4","3","2","1","1","3","3","4","5","2","2","2","2","1","3","-99","3","5","4","5","4","6","4","5","5","6","1","5","1","1","1","2","1","1","1","2","1","4","2","1","2","1","1","",""," / A you see how i was. But not so much. Thank God this is a country where a woman and a man can express themselves freely mind. A free country, where democracy prevails. Tolerance, values ​​of honor and virtue. Where all we resolve our differences and live together to solve our problems affecting together as a nation. And as Americans we are brothers ..","","4","2","4","1","1","5","4","2","2","2","5","2"
"90","1977","1","1","2","1","1","1","3","3","3","1","1","1","3","5","3","3","3","2","3","4","1","1","3","3","3","5","3","4","4","7","4","4","4","4","4","5","4","1","1","3","2","2","2","2","1","1","3","2","5","3","5","","I ate a small bowl of soup because I was not feeling well and I didn't have much to cook. But I'm gonna be alright. ","","","3","2","4","7","7","7","4","4","4","4","4","4"
"91","1988","1","2","1","6","1","1","8","1","1","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","7","7","7","7","7","7","7","5","7","7","1","18","2","1","1","1","1","1","1","2","1","1","1","1","","Excelente","","","1","1","1","10","10","10","1","1","1","1","1","1"
"92","1970","1","2","1","1","2","4","4","4","3","2","4","4","2","3","4","2","4","2","3","4","4","3","2","2","2","3","2","4","5","2","5","4","5","6","2","3","4","2","1","3","2","2","2","2","1","3","1","3","4","1","2","","","","I don't think about it much. They all lie to get elected and really don't do a whole lot for anyone","2","4","6","10","10","0","3","7","7","7","7","7"
"93","1982","1","1","2","5","1","6","15","5","5","5","5","5","5","5","5","5","5","5","5","5","-99","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","1","1","3","1","1","1","2","1","3","1","1","1","1","2","","","Andeg","","1","1","1","10","8","9","1","1","1","1","1","1"
"94","1985","1","1","1","6","1","6","10","3","1","1","1","1","1","4","4","5","5","1","1","1","1","1","4","4","4","5","4","7","3","7","1","7","7","7","1","7","3","1","1","2","2","2","2","2","1","2","3","1","5","1","1","","","be indifferent to the general problems, angers me .. when a politician does not act where the action really is needed and only speaks without elaborating some action","","4","1","7","0","0","10","1","2","3","4","3","4"
"95","1985","1","1","1","4","1","1","8","5","2","1","2","1","2","2","3","1","2","1","1","2","2","1","2","1","2","-99","-99","7","6","7","7","7","6","7","7","7","7","1","1","5","1","-99","1","1","1","4","1","1","4","1","1","","","","Abouts politics","1","1","1","9","7","8","1","1","1","2","1","1"
"96","1980","1","1","1","4","1","2","10","1","1","1","2","2","3","5","5","5","5","1","1","1","1","1","1","1","4","5","3","7","1","7","1","7","7","1","1","7","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","","I ate a sandwich","","","1","1","1","6","6","6","1","1","1","1","1","1"
"97","1980","1","1","1","5","1","1","9","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","2","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","","","good","","1","1","1","7","6","7","1","1","1","1","1","1"
"98","1986","1","1","1","5","2","1","10","2","2","3","4","5","3","2","1","2","3","4","5","4","3","2","3","4","3","2","3","7","5","6","5","4","5","6","7","6","5","1","1","4","1","1","1","1","1","3","1","1","1","1","2","","","","GOOD","1","1","1","9","9","8","1","2","1","2","1","1"
"99","1980","1","1","1","6","2","4","9","5","4","4","3","5","4","4","5","4","5","5","3","4","5","3","4","4","5","4","4","7","5","4","6","6","6","7","5","6","6","1","1","4","1","1","1","1","1","1","1","1","2","1","2","","good","","","2","2","2","8","7","9","2","1","2","2","1","3"
"100","1964","1","1","1","2","7","6","3","3","1","1","1","2","5","3","2","5","4","2","2","1","2","3","3","1","2","2","1","4","4","5","2","2","6","4","1","1","4","1","18","1","2","1","2","1","1","1","2","2","4","2","5","State of the us economy ","","","","1","3","1","10","10","0","1","1","7","4","7","7"
"101","1978","1","2","1","4","4","4","2","4","3","3","4","4","3","3","3","3","3","3","3","3","1","2","3","3","3","3","2","7","7","7","4","4","1","5","1","4","4","1","2","1","2","2","2","2","1","2","3","3","5","1","3","","","n/a","","4","3","4","10","10","0","4","4","7","7","7","7"
"102","1980","1","1","1","6","6","2","12","4","2","2","2","2","3","5","3","2","4","1","1","2","2","2","5","2","3","4","3","-99","3","3","4","7","5","6","3","7","3","1","1","5","2","2","2","2","1","1","2","1","3","1","1","","sandwich , orange juice, coffe","","","2","2","1","6","7","5","2","3","1","3","2","1"
"103","1965","1","1","1","4","7","7","12","2","2","2","2","2","4","4","3","4","3","2","2","2","2","2","2","4","4","4","4","6","2","7","2","5","6","6","2","6","5","1","9","3","2","2","1","2","1","2","1","3","4","3","4","","","","","1","1","2","8","9","0","1","1","1","2","4","2"
"104","1936","1","1","1","5","5","7","6","3","4","2","1","2","4","3","2","4","5","3","4","3","3","2","2","3","2","3","2","5","3","5","3","5","2","3","1","6","5","1","18","2","1","1","2","2","1","2","1","2","4","3","5","","Didn't eat breakfast this morning. Just had a cup of capachino and my medicine.","","","1","5","4","9","9","0","1","1","6","1","4","1"
"105","1986","1","1","1","1","4","6","13","1","3","2","1","3","4","3","4","5","4","3","2","1","2","3","4","5","-99","-99","-99","7","5","6","4","3","4","6","5","7","5","1","18","8","1","1","1","2","1","-99","3","3","5","3","-99","I think that  chance climate is terrible","","","","1","1","6","5","9","6","1","2","4","3","4","6"
"106","1986","1","1","1","6","5","4","12","3","4","-99","2","3","4","5","5","5","4","2","2","2","1","1","3","3","5","5","2","4","4","3","1","7","4","5","1","4","1","1","1","6","1","1","1","2","1","2","1","1","2","3","1","A fortune teller has really messed up my mood. I was shopping, minding my own business and he stopped me. I thought, let me humour myself and here what he has to say! Unfortunately, he repeated the exact same thing a previous fortune teller told me a year and a half ago! The thing he said that really messed me over was a comment regarding two men I am dating. He told me one of them is playing games. I have already friend zoned one and the other I am meeting today. Now I'm really guarded. I am such a sucker for all things spiritual. Because I'm lost spiritually I welcome all information by these so called know it alls! Such a funky mood I am in!","","","","2","3","3","3","5","3","2","2","1","4","4","3"
"107","1985","1","2","1","4","7","3","10","4","5","3","3","2","4","5","4","4","5","4","3","3","2","3","4","4","5","4","5","7","6","5","5","6","7","6","5","5","6","1","1","8","1","2","1","2","1","2","2","1","2","1","1","","","","In my opinion the next President of our country must have a lot of strength and intelligence to encompass every aspect correct in united states of america , we must take conciencia on every decision we make as we are the most important country in the world and we depend on many countries. ","2","1","7","0","0","7","1","2","2","1","1","2"
"108","1960","1","2","1","1","7","7","6","1","1","1","1","1","1","4","4","4","4","1","1","1","1","1","1","1","1","4","4","6","1","6","1","4","2","6","1","6","1","1","9","2","2","1","2","2","1","1","1","2","3","1","5","","","","When  i was watching a video report of a church online that showed them presenting Donald Trump with a Talit from Israel. He excepted it from them with generosity / This made me feel hopeful and so deeply touched that this candidate and person as well valued this gift. It also gave me great peace knowing that the future could be very different with him as President..","2","-99","2","9","10","0","1","1","7","7","7","7"
"109","1980","1","1","1","5","4","4","8","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","1","1","3","2","2","2","2","1","1","2","1","5","3","1","","sdfsdfsdf","","","2","3","3","5","5","5","3","3","3","3","3","3"
"110","1979","1","1","1","2","5","7","10","4","3","3","4","4","3","3","2","2","5","3","4","3","1","3","2","4","4","4","4","3","3","6","5","6","7","7","2","5","1","1","9","7","2","1","1","1","1","2","1","1","4","3","3","I got angry with my wife when she was only.considering herself in a situation and then blamed me for miscommunication when I was the one being misunderstood without her trying to think about my concerns.","","","","2","4","7","9","8","1","1","1","1","3","3","2"
"111","90062","1","1","1","6","7","5","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112","1985","1","2","1","2","2","2","8","3","4","2","3","4","4","4","4","4","3","3","2","2","4","4","5","5","5","5","5","6","5","6","5","5","5","4","3","2","4","1","1","3","2","1","2","2","1","1","2","1","2","2","3","good for huilarit cklinton","","","","2","2","3","7","6","5","3","1","5","4","5","6"
"113","1995","1","1","1","6","4","1","6","5","5","5","4","5","3","5","1","5","5","5","5","5","5","5","4","5","5","5","5","7","6","7","7","7","7","7","5","5","7","1","1","4","1","1","2","1","1","3","1","1","1","1","2","All","","","","1","1","1","10","9","10","1","1","1","1","1","1"
"114","1990","1","1","1","4","1","2","9","5","3","4","4","3","3","2","2","1","3","3","3","3","4","2","3","3","2","4","4","5","4","7","2","3","5","6","5","3","6","1","1","5","1","1","2","2","1","2","1","3","2","1","2","","Sub'way","","","2","2","2","7","5","7","1","1","6","1","3","2"
"115","03/16/1988","1","2","5","1","3","2","3","5","5","5","4","4","3","3","4","1","1","3","2","2","2","2","4","3","4","4","3","4","4","5","7","4","5","6","1","4","4","2","1","1","2","2","2","2","3","2","2","1","5","1","2","","","How they promise things but it never happens","","2","2","7","9","9","3","2","7","7","7","7","7"
"116","1983","1","2","1","4","1","3","5","5","4","3","5","5","3","3","2","4","2","5","5","5","2","3","1","1","2","4","4","2","5","7","7","5","6","7","3","7","5","2","1","4","2","1","2","2","1","4","2","1","3","1","1","A time I felt very angry is when I was out at a Wal-Mart and I was doing some grocery shopping. There was a mother or caregiver of an autistic child walking around and she was just leaving her child even though you could clearly tell the child was not aware of what to do. She then gets angry with the child for failing to follow her and she yells and him and he begins to cry. I felt like as an adult , and knowing his situation it was a totally inappropriate action.","","","","1","2","6","9","10","4","2","2","3","1","4","5"
"117","1962","1","1","1","5","1","6","4","4","3","3","4","5","2","3","3","4","5","1","1","3","1","1","1","5","5","5","5","7","1","7","2","6","6","6","1","5","6","1","1","5","2","1","2","2","1","1","3","3","2","1","2","","I wake up like every day greeting the family and finding out that we were going to breakfast today, I ate a delicious bread stuffed with ham an orange juice delisioso course talking of the coming presidential elections.","","","1","2","1","10","8","8","1","2","2","2","1","2"
