CASEID,DEM_RACEETH,CANDAFF_ANGDPCOFT,CANDAFF_ANGRPCOFT,PID_X,EFFICPO_CARESTD,DEM_EDUGROUP,GENDER_RESPONDENT,LIBCPRE_SELF,DHSINVOLV_CONTACT1,MOBILPO_RMOB,MOBILPO_SIGN,DHSINVOLV_MARCH,DHSINVOLV_NETPETITION,MOBILPO_OTHERWORK,MOBILPO_CTBPTY,MOBILPO_CTBCAND,MOBILPO_CTBOTH,MOBILPO_RALLY,DHSINVOLV_BOARD,TRUSTGOV_TRUSTGSTD
 968, 2,-1, 1, 1, 2, 1,2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 969, 1,-1,-1, 4,-1, 1,2, 3, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 3
 970, 2,-1, 1, 1,-1, 1,1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 4
 971, 2,-1, 1, 1,-1, 3,2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
 972, 2,-1, 4, 1,-6, 4,2, 6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 1
 973, 2,-1, 1, 3,-1, 3,2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 974, 4,-1, 1, 1, 4, 3,2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 975, 2,-1, 2, 1,-1, 1,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
 976, 2,-1, 2, 1,-1, 1,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 977, 2,-1, 1, 1,-1, 3,1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 978, 2,-1,-1, 1,-1, 2,2,-2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2
 979, 2,-1,-1, 3,-1, 4,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 980, 2,-1,-1, 3,-1, 2,1, 3, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 3
 981, 2,-1, 2, 1, 3, 3,1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 982, 2,-1, 4, 1, 3, 2,2,-2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1,-1
 983, 2,-1, 1, 2, 1, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 984, 2,-1,-1, 3,-1, 2,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 985, 2,-1,-1, 2,-1, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
 986, 2,-1, 2, 1, 2, 2,2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 987, 2, 2,-1,-2, 2, 1,2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 988, 2,-1, 3, 1,-1, 1,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 989, 2,-1, 2, 1, 4, 3,2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
 990, 2,-1,-1, 1, 2, 3,1,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 991, 2,-1, 1, 1,-1, 1,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 992, 2,-1,-1, 1,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 993, 2,-1, 2, 1, 2, 1,2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
 994, 2,-1, 3, 1, 2, 1,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2,-1
 995, 2, 4, 2, 3, 1, 3,1,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 996, 2, 4, 3, 1,-1, 3,2,-2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 997, 2,-1, 2, 1,-1, 4,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
 998, 2,-1,-1, 1,-1, 1,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-9
 999, 2,-1,-1, 3,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2
1000, 2,-1, 2, 4,-1, 3,2,-2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2
1001, 2,-1, 4, 1, 1, 3,2, 3, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1,-1
1002, 2,-1,-1, 1,-1, 3,1, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
1003, 2,-1, 1, 1,-1, 2,2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
1004, 2, 4, 4, 2,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1005, 2,-1,-1, 1,-1, 5,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
1006, 2, 4, 4, 7,-6, 3,1, 6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
1007, 2, 4, 1, 1,-1, 4,2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 4
1008, 2,-1,-1, 1,-1, 1,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1009, 2,-1,-1, 1,-1, 1,1,-2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
1010, 2,-1,-1, 1,-1, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1011, 2,-1, 3, 1, 2, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1012, 4,-1,-1, 1, 2, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1013, 2,-1,-1, 1,-1, 3,1, 6, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2
1014, 1, 3,-1, 4,-1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1015, 1, 3,-1, 5,-1, 3,2, 5, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
1016, 2, 3, 3, 7, 4, 3,1, 5, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1017, 4,-1,-1, 2,-1, 1,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1018, 2,-1,-1, 1,-1, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
1019, 2,-1,-1, 3,-1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1020, 2,-1, 4, 1, 2, 3,2,-2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
1021, 2,-1, 2, 5,-1, 1,2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1022, 2,-1, 4, 3, 3, 3,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1023, 4,-1,-1, 4, 2, 2,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1024, 2, 4, 4, 5,-1, 3,1, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
1025, 2,-1, 5, 3,-1, 1,1, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1026, 2,-1,-1, 2,-1, 3,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1027, 1,-1,-1, 5,-1, 1,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1028, 2,-1, 2, 1, 4, 2,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1029, 2,-1, 4, 3, 4, 1,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1030, 2,-1,-1, 4, 2, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1031, 4, 4,-1, 3, 3, 4,1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2,-1
1032, 1, 4,-1, 5,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1033, 2,-1,-1, 3,-1, 2,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
1034, 1, 4,-1, 2,-1, 5,1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 3
1035, 1,-1,-1, 4, 3, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1036, 1,-1, 4, 6, 4, 3,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1037, 1,-1,-1, 3, 1, 5,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1038, 1, 4, 1, 1,-1, 5,2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
1039, 1,-1,-1, 1,-1, 5,2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 2
1040, 1,-1,-1, 5,-1, 3,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1041, 1, 2,-1, 5, 2, 2,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1042, 1,-1,-1, 7, 3, 3,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1043, 1,-1,-1, 5,-1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1044, 1,-1,-1, 1, 1, 2,1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1045, 1, 2,-1, 7,-1, 2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1046, 1,-1,-1, 2,-1, 3,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1047, 1, 4,-1, 3, 1, 3,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1048, 1, 2, 4, 6,-6, 4,1, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
1049, 1, 2,-1, 7,-1, 1,2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1050, 1,-1,-1, 1,-1, 3,1, 4, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
1051, 1,-1, 1, 3, 1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1052, 1,-1,-1, 3,-1, 3,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1053, 1, 3,-1, 5,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1054, 1,-1,-1, 2, 2, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1055, 1,-1, 4, 1,-1, 3,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
1056, 4,-1, 1, 1, 4, 3,2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1,-1
1057, 2,-1,-1, 1,-1, 3,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1058, 3,-1, 4, 3, 2, 3,1,-2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2,-1
1059, 1,-1,-1, 1, 4, 4,2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
1060, 1,-1,-1, 1,-1, 4,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
1061, 1,-1,-1, 3, 2, 3,1, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1062, 1,-1,-1, 1,-1, 4,2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,-8
1063, 1, 4,-1, 4,-1, 3,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
1064,-9,-1,-1, 2,-1, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1065, 1,-1, 1, 1,-1, 4,2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2
1066, 2,-1, 4, 4, 2, 3,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1067, 1, 4, 2, 1,-1, 4,2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
1068, 1,-1,-1, 2, 2, 2,1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2,-1
1069, 2,-1, 3, 1,-1, 3,2, 5, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
1070, 2,-1, 4, 1,-1, 3,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1071, 4, 4, 2, 3, 2, 4,2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1,-1
1072, 2,-1, 1, 1, 4, 5,2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1,-1
1073, 2,-1, 4, 2, 3, 3,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1074, 2, 5, 2,-2,-1, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3
1075, 2,-1, 2, 1, 5, 3,1, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1,-1
1076, 2, 4, 1, 1,-1, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1077, 2,-1, 3, 2,-1, 2,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
1078, 1,-1,-1, 2,-1, 3,1,-2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 3
1079, 1, 2,-1, 7,-1, 4,1, 6, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 3
1080, 1,-1,-1, 2,-1, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1081, 1,-1, 2, 3, 2, 2,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1082, 1,-1,-1, 3, 5, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1083, 1,-1, 2, 3,-1, 3,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1084, 1, 2,-1, 4,-1, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
1085, 1, 3,-1, 4, 2, 3,2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1086, 1,-1, 4, 3,-1, 4,1, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
1087, 1,-1, 1, 3, 1, 1,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1088, 1,-1,-1, 6,-1, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1089, 1, 1,-1, 7,-1, 3,1, 7, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3
1090, 1, 3,-1, 7,-1, 2,1, 6, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 3
1091, 1,-1,-1, 3,-1, 1,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
1092, 1,-1,-1, 6, 1, 2,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1093, 1, 2, 2, 4,-1, 1,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1094, 1, 2,-1, 7,-6, 1,2, 7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
1095, 1, 2,-1, 7,-1, 4,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
1096, 1, 2, 4, 5,-6, 4,2, 6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
1097, 4,-1, 3, 1, 1, 1,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1098, 4, 4,-1, 2, 1, 3,2, 3, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1,-1
1099, 1, 2,-1, 7, 1, 3,2, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
1100, 1,-1,-1, 7,-6, 1,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
1101, 1,-1,-1, 3, 5, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1102, 1,-1, 2, 1, 5, 1,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1103, 1,-1,-1, 3,-1, 1,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1104, 1, 4,-1, 7, 4, 2,2, 7, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
1105, 1,-1,-1, 3, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1106, 1,-1,-1, 4, 2, 5,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1107, 1, 4, 4, 2,-6, 3,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
1108, 1, 1,-1, 5, 2, 3,1, 6, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2,-1
1109, 1, 2, 4, 5, 2, 3,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1110, 1,-1,-1, 5,-1, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1111, 1,-1,-1, 5, 2, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1112, 1,-1,-1, 4,-1, 2,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
1113, 1,-1,-1, 4, 2, 2,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1114, 1,-1,-1, 3,-1, 3,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1115, 1, 4,-1, 6,-1, 4,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
1116, 1,-1,-1, 4,-1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
1117, 1, 2,-1, 7, 2, 3,2, 6, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2,-1
1118, 1, 1,-1, 7, 5, 3,2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1119, 2,-1,-1, 1,-1, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
1120, 1, 2,-1, 5, 1, 3,2,-2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
1121, 2,-1,-1, 2, 3, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1122, 1,-1, 1, 1, 3, 2,1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2,-1
1123, 1, 4,-1, 5,-1, 5,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1124, 1, 4, 4, 5, 1, 2,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1125, 1, 4,-1, 4, 2, 3,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1126, 3,-1, 4, 3,-6, 5,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
1127, 1, 3, 4, 5,-1, 5,2, 4, 1, 2, 2,-8, 1, 2, 2, 2, 2, 2, 1, 4
1128, 2, 4, 4, 1,-1, 4,1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 3
1129, 2,-1,-1, 1, 4, 4,1, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2,-1
1130, 3,-1,-1, 2, 2, 3,1, 6, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1,-1
1131, 2,-1,-1, 4,-1, 5,2,-9, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
1132, 2,-1, 1, 1,-1, 4,2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
1133, 2, 4, 2, 4, 1, 4,2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
1134, 2,-1, 2, 1,-1, 4,2, 6, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 3
1135, 2, 2, 2, 3,-6, 3,1, 1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
1136, 2,-1,-1, 1, 2, 2,2, 4, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1,-1
1137, 2,-1,-1, 1,-1, 2,1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
1138, 2,-1, 4, 2, 2, 2,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1139, 2,-1, 2, 1,-1, 5,2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 3
1140, 2,-1, 1, 3, 1, 1,2,-8, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1141, 2, 4, 1, 1,-1, 4,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
1142, 2,-1,-1, 5, 2, 4,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1143, 2,-1, 3, 1,-1, 2,1, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 3
1144, 2,-1,-1, 1,-1, 3,1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
1145, 1, 4, 4, 1,-1, 4,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1146, 1,-1,-1, 3, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1147, 1, 4, 4, 2, 2, 3,1, 3, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
1148, 3,-1,-1, 3,-1, 3,1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
1149, 1,-1,-1, 4,-1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1150, 1, 4, 4, 4, 4, 3,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1151, 1, 4,-1, 5,-1, 2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1152, 1, 1, 4, 7,-1, 3,1, 6, 2, 2, 1, 2, 2, 2, 1, 1, 2, 2, 1, 3
1153, 1, 3,-1, 5,-1, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1154, 1, 3,-1, 3,-6, 3,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
1155, 1, 4, 2,-2,-1, 3,2, 2, 2, 1, 2, 2,-8, 2, 2, 2, 2, 2, 2, 3
1156, 1,-1, 2, 2,-1, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1157, 1,-1,-1, 3, 2, 2,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1158, 1, 3,-1, 6, 2, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1159, 1, 4, 3, 3, 1, 5,2, 2, 1, 2, 2, 1, 1, 2, 2, 2,-8, 2, 1,-1
1160, 2,-1, 3, 1,-1, 4,1, 4, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2
1161, 1,-1, 4, 3, 4, 4,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1162, 1,-1,-1, 2, 4, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1163, 2, 4,-1, 1, 2, 1,1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1164, 1, 3,-1, 7,-1, 2,2, 7, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
1165, 1, 4,-1, 6,-1, 4,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1166, 1,-1,-1, 1, 2, 4,2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
1167, 1, 2, 4, 2,-1, 5,1, 4, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 2, 3
1168, 1, 3,-1, 7,-1, 4,2, 6, 2, 1, 2, 2,-8, 2, 2, 1, 2, 2, 2, 2
1169, 1,-1, 1, 1,-1, 5,2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1170, 2, 4,-1, 5,-1, 3,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1171, 1,-1,-1, 6, 1, 3,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1172, 1,-1, 3, 6, 2, 3,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1173, 1, 4,-1, 3,-1, 2,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
1174, 1,-1,-1, 2, 2, 3,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
1175, 1,-1,-1, 6,-8, 1,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1176, 1,-1, 4, 1,-1, 3,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
1177, 1, 2,-1, 7,-1, 2,1, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1178, 4,-1, 2, 4, 4, 3,1, 4, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
1179, 3,-1,-1, 4,-1, 1,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1180, 2,-1,-1, 4,-1, 2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
1181, 1,-1,-1, 2,-1, 2,1,-8, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
1182, 4,-1,-1, 3,-1, 4,1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1183, 2, 4,-1, 3, 3, 5,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
1184, 2,-8,-1, 6,-1, 4,1, 4, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2
1185, 4,-1,-1, 1,-1, 4,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1186, 2, 4, 3, 2,-1, 4,1, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
1187, 2,-1, 4, 1,-1, 2,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
1188, 1, 4,-1, 6,-1, 3,2, 5, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3
