CASEID,DEM_RACEETH,CANDAFF_ANGDPCOFT,CANDAFF_ANGRPCOFT,PID_X,EFFICPO_CARESTD,DEM_EDUGROUP,GENDER_RESPONDENT,LIBCPRE_SELF,DHSINVOLV_CONTACT1,MOBILPO_RMOB,MOBILPO_SIGN,DHSINVOLV_MARCH,DHSINVOLV_NETPETITION,MOBILPO_OTHERWORK,MOBILPO_CTBPTY,MOBILPO_CTBCAND,MOBILPO_CTBOTH,MOBILPO_RALLY,DHSINVOLV_BOARD,TRUSTGOV_TRUSTGSTD
5754, 1, 4,-1, 6,-1, 4,2, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
5755, 3,-1,-1, 2,-7, 2,2, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
5756, 1, 3,-1, 5,-1, 5,1, 5, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
5757, 3, 4, 2, 3, 1, 3,2, 4, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5758, 3, 3,-1, 7, 3, 3,2, 6, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 3
5759, 4,-1, 2, 2,-1, 3,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5760, 1, 3,-1, 6,-1, 3,2, 5, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2,-1
5761, 1, 2,-1, 6, 4, 2,1, 5, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5762, 1, 1,-1, 7, 2, 1,2, 4, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5763, 1,-1, 4, 3,-1, 4,2, 4, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1,-1
5764, 1, 2,-1, 5, 2, 5,2, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5765, 1, 2,-1, 7, 2, 5,1, 5, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 3
5766, 1,-1, 2, 1, 3, 5,2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
5767, 2, 4, 3, 2, 2, 3,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5768, 1, 4, 3, 3, 1, 5,2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5769, 2,-1, 1, 1,-1, 3,2, 4, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2,-1
5770, 2,-1,-1, 4,-1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5771, 1,-1,-1, 4, 1, 3,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5772, 2,-1, 2, 3, 4, 4,2, 4, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3
5773, 4, 3,-1, 5, 1, 4,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5774, 1, 4, 4, 4, 2, 3,2, 4, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 3
5775, 4,-1, 2, 2,-1, 2,2, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5776, 1,-1,-1, 7, 2, 3,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5777, 1, 1,-1, 7,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5778, 1, 3,-1, 6,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5779, 3, 5,-1, 7, 1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5780, 1,-1, 2, 2, 3, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
5781, 2,-1, 5, 4, 1, 2,2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5782, 2,-1, 1, 2,-1, 4,1, 4, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2,-1
5783, 1, 3,-1, 6, 3, 2,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5784, 4, 3,-1, 2, 2, 5,1, 5, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2
5785, 1, 4, 1, 3,-1, 3,1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5786, 1,-1, 2, 3,-1, 3,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5787, 1, 4,-1, 2,-1, 3,1, 6, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
5788, 1, 3, 3, 6, 5, 4,1, 6, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3
5789, 1, 1,-1, 7, 2, 2,2, 6, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5790, 1, 2,-1, 7,-6, 1,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
5791, 3,-1, 4, 2,-1, 2,2, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
5792, 2,-1, 2, 1,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
5793, 4,-1, 1, 1, 1, 3,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5794, 1,-1,-1, 6,-1, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5795, 1,-1,-1, 2,-1, 5,2, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
5796, 1, 2,-1, 5, 2, 1,1, 6, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3
5797, 2,-1, 2, 1, 3, 2,1, 4, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3
5798, 1, 4,-1, 2, 2, 2,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5799, 3, 3, 4, 6, 3, 3,1, 4, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
5800, 1, 1,-1, 7, 2, 2,1, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5801, 1, 1,-1, 6, 1, 3,1, 6, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3
5802, 3, 4,-1, 2,-1, 4,1, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
5803, 1, 4,-1, 7,-1, 4,2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5804, 1, 4, 4, 4,-7, 5,2, 3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
5805, 1, 4, 4, 6,-1, 4,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5806, 4, 2, 4, 6, 1, 2,2, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5807, 3, 4, 4, 5, 2, 2,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
5808, 3,-1, 2, 1, 1, 2,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5809, 3,-1,-1, 4, 4, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5810, 1, 2,-1,-2,-1, 2,2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5812, 1, 3, 4, 5, 1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5813, 1, 3,-1, 6, 2, 5,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5814, 1, 3,-1, 7, 1, 2,2, 5, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5815, 2,-1,-1, 1,-1, 3,1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2,-1
5816, 1, 3,-1, 6, 4, 5,2, 6, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2
5817, 3,-1, 3, 2, 2, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5818, 1, 4, 4, 2, 2, 3,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5819, 1,-1,-1, 2,-1, 3,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5820, 4,-1, 1, 1,-1, 5,2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5821, 1, 1,-1, 5, 2, 3,2, 5, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3
5822, 3,-1, 4, 4, 3, 1,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5823, 2,-1,-1, 4, 1, 2,1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5824, 4, 4, 4, 3, 2, 4,2, 5, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2
5825, 3,-1, 4, 1, 2, 2,1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2
5826, 1, 1,-1, 5, 1, 1,1, 7, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
5827, 1, 1,-1, 7,-1, 1,1, 6, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2,-1
5828, 1, 2,-1, 7,-1, 2,2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5829, 3, 4, 1, 3,-1, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5830, 1,-1, 2, 2,-1, 2,1, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5831, 2,-1,-1, 4, 3, 1,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5832, 1, 4,-1, 6,-7, 5,2, 5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
5833, 1, 2,-1, 7, 1, 5,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5834, 3,-1,-1, 4, 3, 3,1, 6, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 3
5835, 1, 2,-1, 7, 2, 5,2, 6, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 3
5836, 1, 2,-1, 7,-1, 3,1, 6, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
5837, 4, 2,-1, 7,-1, 4,2, 7, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
5838, 1, 1,-1, 7, 2, 5,2, 6, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 3
5839, 1, 4, 2, 6,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5840, 2,-1, 4, 1,-1, 3,2, 6, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
5841, 3, 4, 2, 4,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5842, 4,-1, 4, 3,-1, 4,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5843, 1, 4, 2, 3, 2, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
5844, 1,-1, 4, 1,-1, 5,1, 4, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2,-1
5845, 3,-1,-1, 2,-1, 2,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5846, 2, 4, 2, 3,-1, 3,1, 4, 2, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2,-1
5847, 1,-1, 4, 1, 4, 3,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5848, 1, 4,-1, 6,-1, 4,1, 5, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
5849, 4,-1, 2, 1, 2, 3,2, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
5850, 1,-1,-1, 3, 3, 5,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5851, 2,-1,-1, 3, 1, 4,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5852, 2,-1,-1, 6, 2, 3,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5853, 1,-1,-1, 4,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5854, 1, 4, 2, 3, 1, 3,2, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5855, 1,-1,-1, 5,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5856, 1,-1, 2, 1,-1, 5,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5857, 1,-1,-1, 1, 1, 1,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5858, 2,-1, 2, 1, 1, 3,1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 3
5859, 2, 4, 1, 3,-1, 2,1, 6, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2,-1
5860, 1, 4,-1, 6, 2, 2,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5861, 1,-1, 3, 1, 2, 4,2, 3, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 3
5862, 2, 4, 1, 1, 2, 4,2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3
5863, 1,-1,-1, 4,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5864, 1,-1, 4, 2, 2, 4,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5865, 1,-1, 2, 2, 1, 5,2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5866, 1,-1,-1, 4, 3, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5867, 1,-1,-1, 4,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5868, 1, 3, 4, 2,-1, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5869, 2,-1,-1, 2,-1, 3,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5870, 1, 1, 4, 7, 4, 3,1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3
5871, 1, 2,-1, 7,-7, 2,1, 6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
5872, 1,-1,-1, 4,-1, 2,1, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
5873, 3,-1, 1, 3,-1, 1,2, 4, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2,-1
5874, 3, 1, 2, 1, 3, 2,2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3
5875, 2,-1, 2, 1, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5876, 1,-1, 3, 4, 3, 1,2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5877, 1, 4, 4, 4, 2, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5878, 1, 4,-1, 4, 3,-2,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
5879, 1, 4, 3, 2,-1, 3,2, 3, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1,-1
5880, 1, 1,-1, 6, 4, 2,1, 6, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2
5881, 3,-1,-1, 1, 3, 2,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5882, 1,-1,-1, 6,-1, 5,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5883, 3,-1,-1, 3, 2, 2,1, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5884, 1, 2,-1, 7,-1, 3,2, 6, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2,-1
5885, 1,-1, 4, 5, 4, 4,1, 4, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2
5886, 1, 2,-1, 4, 2, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5887, 4,-1, 1, 2,-1, 2,1, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1,-1
5888, 2,-1, 3, 1, 2, 4,2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2
5889, 1, 4,-1, 2,-7, 2,2, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
5890, 3,-1,-1, 6, 3, 3,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5891, 2, 4, 2, 1,-6, 3,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
5892, 2,-1, 2, 1,-1, 4,2, 4, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2,-1
5893, 1, 2,-1, 6,-1, 3,2, 6, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1,-1
5894, 1, 3,-1, 4, 4, 2,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5895, 1, 3,-1, 2,-1, 4,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5896, 1, 4,-1, 5, 4, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5897, 1, 4, 4, 6, 3, 2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5898, 3, 4, 2, 3,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5899, 1, 2,-1, 7, 1, 2,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5900, 1,-1, 2, 4,-1, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1,-1
5901, 4, 2,-1, 6, 2, 3,1, 6, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5902, 1, 4,-1, 6,-1, 4,2, 6, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
5903, 4,-1,-1, 6, 1, 1,1, 6, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2
5904, 3,-1,-1, 1, 3, 1,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5905, 2,-1, 4, 4,-1, 5,1, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
5906, 3,-1, 1, 4, 1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5907, 2,-1, 4, 1,-1, 3,1, 6, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
5908, 1,-1, 4, 6, 3, 3,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5909, 1, 4,-1, 4, 1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5910, 1,-1,-1, 1, 3, 4,2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5911, 1, 4,-1, 3, 4, 3,2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 3
5912, 1,-1,-1, 4, 4, 5,2, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5913, 3,-1,-1, 3,-1, 3,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5914, 2,-1, 2, 6,-1, 1,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5915, 1, 2,-1, 7, 2, 2,2, 6, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 3
5916, 3,-1,-1, 4,-1, 1,2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5917, 1,-1,-1, 6,-1, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5918, 2,-1, 1, 1,-1, 3,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2,-1
5919, 1,-1, 4, 3,-7, 2,2, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 2
5920, 1, 2, 4, 5,-1, 3,1, 6, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2,-1
5921, 2,-1, 4, 1, 3, 3,2, 3, 2, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2
5922, 4,-1, 2, 1, 1, 2,1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5923, 2,-1, 2, 3,-1, 4,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5924, 1, 2,-1, 6, 1, 5,1, 3, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5925, 3,-1, 4, 2,-1, 1,2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
5926, 1,-1, 1, 2,-6, 5,2, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
5927, 1, 3,-1, 3, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5928, 1,-1,-1, 2, 2, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5929, 1, 4,-1, 6,-1, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
5930, 1,-1,-1, 3, 2, 4,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5931, 1, 2,-1,-2, 3, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
5932, 1, 2,-1, 5, 2, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5933, 1, 4, 1, 1,-1, 4,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5934, 1,-1,-1, 5,-1, 2,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5935, 1, 4,-1, 7, 2, 4,2, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5936, 1,-1, 3, 1, 2, 4,2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
5937, 1,-1, 3, 3,-1, 2,2, 4, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2,-1
5938, 4,-1, 1, 2,-1, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5939, 4, 1,-1, 5, 2, 4,2, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5940, 2, 4, 4, 6, 2, 4,2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
5941, 4,-1,-1, 1, 3, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
5942, 1,-1,-1, 2, 4, 2,2, 4, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 3
5943, 1,-1,-1, 4, 2, 1,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5944, 1, 1,-1, 7,-6, 3,2, 7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
5945, 1, 3,-1, 7, 1, 2,2, 6, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
5946, 1, 2,-1, 7,-7, 2,2, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1
5947, 1,-1,-1, 4,-1, 2,1, 4, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
5948, 3, 4,-1, 4,-1, 4,1, 4, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1,-1
5949, 1, 1,-1, 7, 1, 3,1, 6, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3
5950, 1, 2,-1, 7,-1, 3,2, 6, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
5951, 3,-1,-1, 4, 2, 1,2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
5952, 1,-1,-1, 2, 4, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5953, 2,-1, 1, 3, 4, 3,2, 4, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 3
5954, 2,-1, 3, 4, 1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5955, 1,-1, 1, 1, 2, 3,2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1
5956, 1, 4,-1, 5,-1, 3,1, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5957, 2,-1, 2, 1,-7, 4,2, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, 3
5958, 1, 4,-1, 7,-1, 4,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
5959, 4,-1,-1, 4,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5960, 1,-1,-1, 7,-1, 3,2, 7, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2,-1
5961, 2,-1, 4, 2, 3, 4,2, 5, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3
5962, 2,-1, 1, 1,-1, 2,1, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
5963, 1,-1, 3, 4, 3, 5,1, 5, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
5964, 1,-1, 2, 1, 1, 3,1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5965, 3, 3, 4, 4,-1, 3,2, 5, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1,-1
5966, 2,-1, 2, 1, 3, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5967, 1, 4,-1, 7,-1, 3,2, 6, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
5968, 2,-1,-1, 3, 3, 3,2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5969, 3,-1,-1, 3, 3, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
5970, 1,-1, 2, 2,-1, 4,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
5971, 1, 4, 1, 2,-1, 1,2, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2,-1
5972, 1, 4, 2, 1, 4, 4,2, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 3
5973, 1, 4,-1, 6, 2, 4,1, 5, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5974, 1, 2,-1, 5, 2, 3,2, 4, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
5975, 4,-1,-1, 2, 2, 4,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
